"x"	"y"
0	7.97728e-13
5e-11	7.97721e-13
1e-10	7.97718e-13
1.5e-10	7.97734e-13
2e-10	7.97718e-13
2.5e-10	7.97712e-13
3e-10	7.97756e-13
3.5e-10	7.97756e-13
4e-10	7.97754e-13
4.5e-10	7.97756e-13
5e-10	7.97726e-13
5.5e-10	7.9776e-13
6e-10	7.97733e-13
6.5e-10	7.97731e-13
7e-10	7.97734e-13
7.5e-10	7.97735e-13
8e-10	7.97733e-13
8.5e-10	7.97735e-13
9e-10	7.97731e-13
9.5e-10	7.97735e-13
1e-09	7.97718e-13
1.05e-09	7.97696e-13
1.1e-09	7.97734e-13
1.15e-09	7.97735e-13
1.2e-09	7.97734e-13
1.25e-09	7.97732e-13
1.3e-09	7.97731e-13
1.35e-09	7.97736e-13
1.4e-09	7.97734e-13
1.45e-09	7.97735e-13
1.5e-09	7.97754e-13
1.55e-09	7.97726e-13
1.6e-09	7.97731e-13
1.65e-09	7.97735e-13
1.7e-09	7.97734e-13
1.75e-09	7.97733e-13
1.8e-09	7.97731e-13
1.85e-09	7.97735e-13
1.9e-09	7.97734e-13
1.95e-09	7.97735e-13
2e-09	1.20904e-07
2.05e-09	2.35079e-07
2.1e-09	1.44644e-07
2.15e-09	7.20955e-08
2.2e-09	3.06565e-08
2.25e-09	1.48788e-08
2.3e-09	8.69872e-09
2.35e-09	5.406e-09
2.4e-09	3.25854e-09
2.45e-09	1.64292e-09
2.5e-09	3.33199e-10
2.55e-09	-7.71396e-10
2.6e-09	-1.71516e-09
2.65e-09	-2.52487e-09
2.7e-09	-3.22196e-09
2.75e-09	-3.82464e-09
2.8e-09	-4.34817e-09
2.85e-09	-4.80511e-09
2.9e-09	-5.20557e-09
2.95e-09	-5.55777e-09
3e-09	-5.86842e-09
3.05e-09	-6.14308e-09
3.1e-09	-6.38636e-09
3.15e-09	-6.60214e-09
3.2e-09	-6.79372e-09
3.25e-09	-6.96389e-09
3.3e-09	-7.11507e-09
3.35e-09	-7.24934e-09
3.4e-09	-7.3685e-09
3.45e-09	-7.47415e-09
3.5e-09	-7.56766e-09
3.55e-09	-7.65026e-09
3.6e-09	-7.72304e-09
3.65e-09	-7.78694e-09
3.7e-09	-7.84284e-09
3.75e-09	-7.89148e-09
3.8e-09	-7.93356e-09
3.85e-09	-7.96969e-09
3.9e-09	-8.00041e-09
3.95e-09	-8.02623e-09
4e-09	-8.0476e-09
4.05e-09	-8.0649e-09
4.1e-09	-8.07852e-09
4.15e-09	-8.08878e-09
4.2e-09	-8.09598e-09
4.25e-09	-8.1004e-09
4.3e-09	-8.10227e-09
4.35e-09	-8.10182e-09
4.4e-09	-8.09926e-09
4.45e-09	-8.09476e-09
4.5e-09	-8.0885e-09
4.55e-09	-8.08063e-09
4.6e-09	-8.07129e-09
4.65e-09	-8.0606e-09
4.7e-09	-8.04867e-09
4.75e-09	-8.03562e-09
4.8e-09	-8.02153e-09
4.85e-09	-8.0065e-09
4.9e-09	-7.99059e-09
4.95e-09	-7.9739e-09
5e-09	-7.95647e-09
5.05e-09	-7.93837e-09
5.1e-09	-7.91966e-09
5.15e-09	-7.90038e-09
5.2e-09	-7.88058e-09
5.25e-09	-7.86031e-09
5.3e-09	-7.8396e-09
5.35e-09	-7.81848e-09
5.4e-09	-7.79699e-09
5.45e-09	-7.77517e-09
5.5e-09	-7.75303e-09
5.55e-09	-7.7306e-09
5.6e-09	-7.70791e-09
5.65e-09	-7.68498e-09
5.7e-09	-7.66182e-09
5.75e-09	-7.63845e-09
5.8e-09	-7.6149e-09
5.85e-09	-7.59118e-09
5.9e-09	-7.56729e-09
5.95e-09	-7.54326e-09
6e-09	-7.5191e-09
6.05e-09	-7.49482e-09
6.1e-09	-7.47043e-09
6.15e-09	-7.44594e-09
6.2e-09	-7.42136e-09
6.25e-09	-7.39669e-09
6.3e-09	-7.37195e-09
6.35e-09	-7.34715e-09
6.4e-09	-7.32229e-09
6.45e-09	-7.29737e-09
6.5e-09	-7.27241e-09
6.55e-09	-7.24741e-09
6.6e-09	-7.22237e-09
6.65e-09	-7.19731e-09
6.7e-09	-7.17221e-09
6.75e-09	-7.1471e-09
6.8e-09	-7.12198e-09
6.85e-09	-7.09684e-09
6.9e-09	-7.07169e-09
6.95e-09	-7.04654e-09
7e-09	-7.02139e-09
7.05e-09	-6.99624e-09
7.1e-09	-6.9711e-09
7.15e-09	-6.94596e-09
7.2e-09	-6.92084e-09
7.25e-09	-6.89573e-09
7.3e-09	-6.87063e-09
7.35e-09	-6.84556e-09
7.4e-09	-6.8205e-09
7.45e-09	-6.79547e-09
7.5e-09	-6.77046e-09
7.55e-09	-6.74548e-09
7.6e-09	-6.72053e-09
7.65e-09	-6.69561e-09
7.7e-09	-6.67072e-09
7.75e-09	-6.64586e-09
7.8e-09	-6.62104e-09
7.85e-09	-6.59625e-09
7.9e-09	-6.57151e-09
7.95e-09	-6.5468e-09
8e-09	-6.52213e-09
8.05e-09	-6.49751e-09
8.1e-09	-6.47292e-09
8.15e-09	-6.44838e-09
8.2e-09	-6.42389e-09
8.25e-09	-6.39944e-09
8.3e-09	-6.37504e-09
8.35e-09	-6.35068e-09
8.4e-09	-6.32637e-09
8.45e-09	-6.30212e-09
8.5e-09	-6.27791e-09
8.55e-09	-6.25375e-09
8.6e-09	-6.22964e-09
8.65e-09	-6.20559e-09
8.7e-09	-6.18159e-09
8.75e-09	-6.15764e-09
8.8e-09	-6.13375e-09
8.85e-09	-6.10991e-09
8.9e-09	-6.08612e-09
8.95e-09	-6.06239e-09
9e-09	-6.03872e-09
9.05e-09	-6.0151e-09
9.1e-09	-5.99154e-09
9.15e-09	-5.96804e-09
9.2e-09	-5.94459e-09
9.25e-09	-5.9212e-09
9.3e-09	-5.89788e-09
9.35e-09	-5.8746e-09
9.4e-09	-5.85139e-09
9.45e-09	-5.82824e-09
9.5e-09	-5.80515e-09
9.55e-09	-5.78211e-09
9.6e-09	-5.75914e-09
9.65e-09	-5.73623e-09
9.7e-09	-5.71337e-09
9.75e-09	-5.69058e-09
9.8e-09	-5.66785e-09
9.85e-09	-5.64518e-09
9.9e-09	-5.62257e-09
9.95e-09	-5.60002e-09
1e-08	-5.57754e-09

