0	1.11685e-13
5e-11	1.11788e-13
1e-10	1.11668e-13
1.5e-10	1.11704e-13
2e-10	1.11683e-13
2.5e-10	1.11664e-13
3e-10	1.11722e-13
3.5e-10	1.11725e-13
4e-10	1.11725e-13
4.5e-10	1.11727e-13
5e-10	1.11692e-13
5.5e-10	1.11753e-13
6e-10	1.11709e-13
6.5e-10	1.11701e-13
7e-10	1.11704e-13
7.5e-10	1.11711e-13
8e-10	1.11707e-13
8.5e-10	1.11706e-13
9e-10	1.11711e-13
9.5e-10	1.11712e-13
1e-09	1.11682e-13
1.05e-09	1.11651e-13
1.1e-09	1.11705e-13
1.15e-09	1.11705e-13
1.2e-09	1.11703e-13
1.25e-09	1.11708e-13
1.3e-09	1.11706e-13
1.35e-09	1.11707e-13
1.4e-09	1.11702e-13
1.45e-09	1.11706e-13
1.5e-09	1.11721e-13
1.55e-09	1.1169e-13
1.6e-09	1.11705e-13
1.65e-09	1.11706e-13
1.7e-09	1.11703e-13
1.75e-09	1.11707e-13
1.8e-09	1.1171e-13
1.85e-09	1.11706e-13
1.9e-09	1.11704e-13
1.95e-09	1.11704e-13
2e-09	2.19779e-07
2.05e-09	2.52067e-07
2.1e-09	1.60939e-07
2.15e-09	8.76309e-08
2.2e-09	4.51813e-08
2.25e-09	2.86288e-08
2.3e-09	2.19902e-08
2.35e-09	1.82305e-08
2.4e-09	1.56036e-08
2.45e-09	1.35355e-08
2.5e-09	1.18234e-08
2.55e-09	1.03765e-08
2.6e-09	9.15132e-09
2.65e-09	8.11728e-09
2.7e-09	7.24633e-09
2.75e-09	6.51242e-09
2.8e-09	5.89238e-09
2.85e-09	5.36641e-09
2.9e-09	4.9182e-09
2.95e-09	4.53443e-09
3e-09	4.20425e-09
3.05e-09	3.91882e-09
3.1e-09	3.67093e-09
3.15e-09	3.45466e-09
3.2e-09	3.26513e-09
3.25e-09	3.09831e-09
3.3e-09	2.95086e-09
3.35e-09	2.81997e-09
3.4e-09	2.70331e-09
3.45e-09	2.59892e-09
3.5e-09	2.50512e-09
3.55e-09	2.42053e-09
3.6e-09	2.34394e-09
3.65e-09	2.27433e-09
3.7e-09	2.21085e-09
3.75e-09	2.15275e-09
3.8e-09	2.09939e-09
3.85e-09	2.05021e-09
3.9e-09	2.00474e-09
3.95e-09	1.96257e-09
4e-09	1.92334e-09
4.05e-09	1.88675e-09
4.1e-09	1.8525e-09
4.15e-09	1.82038e-09
4.2e-09	1.79018e-09
4.25e-09	1.7617e-09
4.3e-09	1.73479e-09
4.35e-09	1.70931e-09
4.4e-09	1.68513e-09
4.45e-09	1.66214e-09
4.5e-09	1.64024e-09
4.55e-09	1.61935e-09
4.6e-09	1.59939e-09
4.65e-09	1.58028e-09
4.7e-09	1.56196e-09
4.75e-09	1.54438e-09
4.8e-09	1.52749e-09
4.85e-09	1.51124e-09
4.9e-09	1.49559e-09
4.95e-09	1.48051e-09
5e-09	1.46595e-09
5.05e-09	1.45189e-09
5.1e-09	1.43829e-09
5.15e-09	1.42514e-09
5.2e-09	1.41241e-09
5.25e-09	1.40007e-09
5.3e-09	1.38812e-09
5.35e-09	1.37652e-09
5.4e-09	1.36526e-09
5.45e-09	1.35433e-09
5.5e-09	1.3437e-09
5.55e-09	1.33338e-09
5.6e-09	1.32333e-09
5.65e-09	1.31356e-09
5.7e-09	1.30405e-09
5.75e-09	1.29479e-09
5.8e-09	1.28577e-09
5.85e-09	1.27698e-09
5.9e-09	1.26841e-09
5.95e-09	1.26005e-09
6e-09	1.2519e-09
6.05e-09	1.24395e-09
6.1e-09	1.23618e-09
6.15e-09	1.2286e-09
6.2e-09	1.2212e-09
6.25e-09	1.21397e-09
6.3e-09	1.20691e-09
6.35e-09	1.20001e-09
6.4e-09	1.19326e-09
6.45e-09	1.18666e-09
6.5e-09	1.18021e-09
6.55e-09	1.1739e-09
6.6e-09	1.16772e-09
6.65e-09	1.16168e-09
6.7e-09	1.15577e-09
6.75e-09	1.14997e-09
6.8e-09	1.14431e-09
6.85e-09	1.13875e-09
6.9e-09	1.13331e-09
6.95e-09	1.12798e-09
7e-09	1.12276e-09
7.05e-09	1.11765e-09
7.1e-09	1.11263e-09
7.15e-09	1.10771e-09
7.2e-09	1.10289e-09
7.25e-09	1.09816e-09
7.3e-09	1.09352e-09
7.35e-09	1.08897e-09
7.4e-09	1.0845e-09
7.45e-09	1.08012e-09
7.5e-09	1.07582e-09
7.55e-09	1.0716e-09
7.6e-09	1.06746e-09
7.65e-09	1.06339e-09
7.7e-09	1.05939e-09
7.75e-09	1.05546e-09
7.8e-09	1.05161e-09
7.85e-09	1.04782e-09
7.9e-09	1.0441e-09
7.95e-09	1.04044e-09
