"x"	"y"
0	3.43061e-13
5e-11	3.45092e-13
1e-10	3.42822e-13
1.5e-10	3.43766e-13
2e-10	3.42813e-13
2.5e-10	3.42855e-13
3e-10	3.44704e-13
3.5e-10	3.44727e-13
4e-10	3.44739e-13
4.5e-10	3.44738e-13
5e-10	3.43121e-13
5.5e-10	3.4532e-13
6e-10	3.43857e-13
6.5e-10	3.43806e-13
7e-10	3.43768e-13
7.5e-10	3.43812e-13
8e-10	3.43794e-13
8.5e-10	3.43805e-13
9e-10	3.43768e-13
9.5e-10	3.43785e-13
1e-09	3.42911e-13
1.05e-09	3.41895e-13
1.1e-09	3.43761e-13
1.15e-09	3.43798e-13
1.2e-09	3.43826e-13
1.25e-09	3.43818e-13
1.3e-09	3.43837e-13
1.35e-09	3.43801e-13
1.4e-09	3.4378e-13
1.45e-09	3.43748e-13
1.5e-09	3.44688e-13
1.55e-09	3.43257e-13
1.6e-09	3.43831e-13
1.65e-09	3.43782e-13
1.7e-09	3.43808e-13
1.75e-09	3.43756e-13
1.8e-09	3.43763e-13
1.85e-09	3.43765e-13
1.9e-09	3.43781e-13
1.95e-09	3.43818e-13
2e-09	1.92357e-07
2.05e-09	3.94563e-07
2.1e-09	3.04823e-07
2.15e-09	2.36778e-07
2.2e-09	1.88529e-07
2.25e-09	1.54275e-07
2.3e-09	1.29305e-07
2.35e-09	1.10516e-07
2.4e-09	9.59215e-08
2.45e-09	8.43527e-08
2.5e-09	7.49467e-08
2.55e-09	6.71884e-08
2.6e-09	6.07066e-08
2.65e-09	5.52449e-08
2.7e-09	5.06201e-08
2.75e-09	4.66978e-08
2.8e-09	4.33796e-08
2.85e-09	4.05891e-08
2.9e-09	3.82639e-08
2.95e-09	3.63511e-08
3e-09	3.48032e-08
3.05e-09	3.35759e-08
3.1e-09	3.26273e-08
3.15e-09	3.19168e-08
3.2e-09	3.14059e-08
3.25e-09	3.10581e-08
3.3e-09	3.08397e-08
3.35e-09	3.07202e-08
3.4e-09	3.06727e-08
3.45e-09	3.06741e-08
3.5e-09	3.07052e-08
3.55e-09	3.07502e-08
3.6e-09	3.0797e-08
3.65e-09	3.08362e-08
3.7e-09	3.08613e-08
3.75e-09	3.08676e-08
3.8e-09	3.08523e-08
3.85e-09	3.08141e-08
3.9e-09	3.07526e-08
3.95e-09	3.06681e-08
4e-09	3.05617e-08
4.05e-09	3.04347e-08
4.1e-09	3.02886e-08
4.15e-09	3.01253e-08
4.2e-09	2.99463e-08
4.25e-09	2.97535e-08
4.3e-09	2.95484e-08
4.35e-09	2.93328e-08
4.4e-09	2.91082e-08
4.45e-09	2.88758e-08
4.5e-09	2.8637e-08
4.55e-09	2.83929e-08
4.6e-09	2.81447e-08
4.65e-09	2.78932e-08
