"x"	"y"
0	-1.03335e-13
2e-11	-1.1538e-13
4e-11	-1.05626e-13
6e-11	-1.06311e-13
8e-11	-1.04921e-13
1e-10	-1.04893e-13
1.2e-10	-1.04924e-13
1.4e-10	-1.04848e-13
1.6e-10	-1.04987e-13
1.8e-10	-1.04918e-13
2e-10	-1.04898e-13
2.2e-10	-1.04943e-13
2.4e-10	-1.0356e-13
2.6e-10	-1.03719e-13
2.8e-10	-1.03735e-13
3e-10	-1.03665e-13
3.2e-10	-1.03662e-13
3.4e-10	-1.03665e-13
3.6e-10	-1.03905e-13
3.8e-10	-1.03807e-13
4e-10	-1.03683e-13
4.2e-10	-1.03694e-13
4.4e-10	-1.03744e-13
4.6e-10	-1.03691e-13
4.8e-10	-1.04936e-13
5e-10	-1.05022e-13
5.2e-10	-1.04842e-13
5.4e-10	-1.04969e-13
5.6e-10	-1.04908e-13
5.8e-10	-1.04855e-13
6e-10	-1.04838e-13
6.2e-10	-1.05089e-13
6.4e-10	-1.04953e-13
6.6e-10	-1.04917e-13
6.8e-10	-1.04821e-13
7e-10	-1.04925e-13
7.2e-10	-1.04891e-13
7.4e-10	-1.04968e-13
7.6e-10	-1.04971e-13
7.8e-10	-1.05034e-13
8e-10	-1.04896e-13
8.2e-10	-1.04984e-13
8.4e-10	-1.0499e-13
8.6e-10	-1.04801e-13
8.8e-10	-1.04881e-13
9e-10	-1.04988e-13
9.2e-10	-1.04979e-13
9.4e-10	-1.04805e-13
9.6e-10	-1.05103e-13
9.8e-10	-1.04944e-13
1e-09	-1.02571e-13
1.02e-09	-1.05411e-13
1.04e-09	-1.04795e-13
1.06e-09	-1.04851e-13
1.08e-09	-1.04886e-13
1.1e-09	-1.04855e-13
1.12e-09	-1.04869e-13
1.14e-09	-1.04875e-13
1.16e-09	-1.04978e-13
1.18e-09	-1.04894e-13
1.2e-09	-1.0491e-13
1.22e-09	-1.04862e-13
1.24e-09	-1.05013e-13
1.26e-09	-1.04783e-13
1.28e-09	-1.04956e-13
