"x"	"y"
0	1.67199e-12
5e-11	1.69845e-12
1e-10	1.69532e-12
1.5e-10	1.68963e-12
2e-10	1.68672e-12
2.5e-10	1.68529e-12
3e-10	1.68425e-12
3.5e-10	1.68341e-12
4e-10	1.6827e-12
4.5e-10	1.68209e-12
5e-10	1.68154e-12
5.5e-10	1.68109e-12
6e-10	1.68064e-12
6.5e-10	1.68026e-12
7e-10	1.6799e-12
7.5e-10	1.67958e-12
8e-10	1.67929e-12
8.5e-10	1.67902e-12
9e-10	1.67877e-12
9.5e-10	1.67854e-12
1e-09	1.67832e-12
1.05e-09	1.67811e-12
1.1e-09	1.67795e-12
1.15e-09	1.67778e-12
1.2e-09	1.67761e-12
1.25e-09	1.67746e-12
1.3e-09	1.67732e-12
1.35e-09	1.67719e-12
1.4e-09	1.67707e-12
1.45e-09	1.67695e-12
1.5e-09	1.67684e-12
1.55e-09	1.67672e-12
1.6e-09	1.67663e-12
1.65e-09	1.67653e-12
1.7e-09	1.67644e-12
1.75e-09	1.67635e-12
1.8e-09	1.67627e-12
1.85e-09	1.67619e-12
1.9e-09	1.67612e-12
1.95e-09	1.67604e-12
2e-09	3.68452e-07
2.05e-09	9.58489e-07
2.1e-09	9.11062e-07
2.15e-09	8.63767e-07
2.2e-09	8.16166e-07
2.25e-09	7.69477e-07
2.3e-09	7.23998e-07
2.35e-09	6.79278e-07
2.4e-09	6.3528e-07
2.45e-09	5.91986e-07
2.5e-09	5.49367e-07
2.55e-09	5.07506e-07
2.6e-09	4.66464e-07
2.65e-09	4.26103e-07
2.7e-09	3.8593e-07
2.75e-09	3.45375e-07
2.8e-09	3.04537e-07
2.85e-09	2.64489e-07
2.9e-09	2.26931e-07
2.95e-09	1.94383e-07
3e-09	1.68966e-07
3.05e-09	1.51397e-07
3.1e-09	1.39934e-07
3.15e-09	1.31654e-07
3.2e-09	1.24072e-07
3.25e-09	1.16535e-07
3.3e-09	1.0908e-07
3.35e-09	1.01739e-07
3.4e-09	9.44916e-08
3.45e-09	8.73317e-08
3.5e-09	8.02663e-08
