0	1.68097e-12
5e-11	1.67769e-12
1e-10	1.68126e-12
1.5e-10	1.68068e-12
2e-10	1.68083e-12
2.5e-10	1.68083e-12
3e-10	1.68085e-12
3.5e-10	1.68086e-12
4e-10	1.68088e-12
4.5e-10	1.68089e-12
5e-10	1.6809e-12
5.5e-10	1.68091e-12
6e-10	1.68092e-12
6.5e-10	1.68092e-12
7e-10	1.68093e-12
7.5e-10	1.68094e-12
8e-10	1.68094e-12
8.5e-10	1.68095e-12
9e-10	1.68095e-12
9.5e-10	1.68096e-12
1e-09	1.68096e-12
1.05e-09	1.68096e-12
1.1e-09	1.68097e-12
1.15e-09	1.68097e-12
1.2e-09	1.68097e-12
1.25e-09	1.68097e-12
1.3e-09	1.68097e-12
1.35e-09	1.68098e-12
1.4e-09	1.68098e-12
1.45e-09	1.68098e-12
1.5e-09	1.68098e-12
1.55e-09	1.68098e-12
1.6e-09	1.68098e-12
1.65e-09	1.68098e-12
1.7e-09	1.68098e-12
1.75e-09	1.68098e-12
1.8e-09	1.68098e-12
1.85e-09	1.68098e-12
1.9e-09	1.68098e-12
1.95e-09	1.68098e-12
2e-09	3.58895e-07
2.05e-09	9.36983e-07
2.1e-09	8.90993e-07
2.15e-09	8.44495e-07
2.2e-09	7.97814e-07
2.25e-09	7.52187e-07
2.3e-09	7.08249e-07
2.35e-09	6.65588e-07
2.4e-09	6.23972e-07
2.45e-09	5.83325e-07
2.5e-09	5.43552e-07
2.55e-09	5.0464e-07
2.6e-09	4.66614e-07
2.65e-09	4.29409e-07
2.7e-09	3.92668e-07
2.75e-09	3.55731e-07
2.8e-09	3.18185e-07
2.85e-09	2.80412e-07
2.9e-09	2.43468e-07
2.95e-09	2.09195e-07
3e-09	1.7997e-07
3.05e-09	1.57546e-07
3.1e-09	1.42202e-07
3.15e-09	1.32025e-07
3.2e-09	1.2429e-07
3.25e-09	1.1736e-07
3.3e-09	1.10604e-07
3.35e-09	1.03954e-07
3.4e-09	9.73908e-08
3.45e-09	9.09018e-08
3.5e-09	8.44842e-08
3.55e-09	7.8139e-08
3.6e-09	7.18724e-08
3.65e-09	6.569e-08
3.7e-09	5.96051e-08
3.75e-09	5.36371e-08
3.8e-09	4.78096e-08
3.85e-09	4.21509e-08
3.9e-09	3.66979e-08
3.95e-09	3.14867e-08
4e-09	2.65606e-08
4.05e-09	2.19683e-08
4.1e-09	1.77612e-08
4.15e-09	1.39895e-08
4.2e-09	1.06954e-08
4.25e-09	7.90584e-09
4.3e-09	5.62707e-09
4.35e-09	3.841e-09
4.4e-09	2.50554e-09
4.45e-09	1.55857e-09
4.5e-09	9.25333e-10
4.55e-09	5.27911e-10
4.6e-09	2.94507e-10
4.65e-09	1.66203e-10
4.7e-09	9.97784e-11
4.75e-09	6.68029e-11
4.8e-09	5.04578e-11
4.85e-09	4.17771e-11
4.9e-09	3.6445e-11
