"x"	"y"
0	-1.62712e-14
2e-11	-1.63941e-14
4e-11	-1.63316e-14
6e-11	-1.63369e-14
8e-11	-1.63116e-14
1e-10	-1.63077e-14
1.2e-10	-1.63088e-14
1.4e-10	-1.63089e-14
1.6e-10	-1.63098e-14
1.8e-10	-1.63082e-14
2e-10	-1.63091e-14
2.2e-10	-1.63086e-14
2.4e-10	-1.62986e-14
2.6e-10	-1.62978e-14
2.8e-10	-1.63024e-14
3e-10	-1.63013e-14
3.2e-10	-1.63004e-14
3.4e-10	-1.63004e-14
3.6e-10	-1.63009e-14
3.8e-10	-1.62978e-14
4e-10	-1.62998e-14
4.2e-10	-1.62993e-14
4.4e-10	-1.62981e-14
4.6e-10	-1.63006e-14
4.8e-10	-1.63118e-14
5e-10	-1.63108e-14
5.2e-10	-1.6311e-14
5.4e-10	-1.63152e-14
5.6e-10	-1.63136e-14
5.8e-10	-1.63142e-14
6e-10	-1.6317e-14
6.2e-10	-1.6314e-14
6.4e-10	-1.63144e-14
6.6e-10	-1.63136e-14
6.8e-10	-1.63142e-14
7e-10	-1.63188e-14
7.2e-10	-1.63162e-14
7.4e-10	-1.63148e-14
7.6e-10	-1.63144e-14
7.8e-10	-1.63147e-14
8e-10	-1.63163e-14
8.2e-10	-1.6316e-14
8.4e-10	-1.63158e-14
8.6e-10	-1.63184e-14
8.8e-10	-1.63166e-14
9e-10	-1.63113e-14
9.2e-10	-1.63147e-14
9.4e-10	-1.63189e-14
9.6e-10	-1.63118e-14
9.8e-10	-1.6312e-14
1e-09	-1.62701e-14
1.02e-09	-1.6313e-14
1.04e-09	-1.63079e-14
1.06e-09	-1.63107e-14
1.08e-09	-1.63098e-14
1.1e-09	-1.63076e-14
1.12e-09	-1.63104e-14
1.14e-09	-1.63087e-14
1.16e-09	-1.63088e-14
1.18e-09	-1.63089e-14
1.2e-09	-1.63099e-14
1.22e-09	-1.63078e-14
1.24e-09	-1.63087e-14
1.26e-09	-1.63079e-14
1.28e-09	-1.63106e-14
1.3e-09	-1.63098e-14
1.32e-09	-1.63087e-14
1.34e-09	-1.63071e-14
1.36e-09	-1.63106e-14
1.38e-09	-1.63071e-14
1.4e-09	-1.63086e-14
1.42e-09	-1.63094e-14
1.44e-09	-1.63085e-14
1.46e-09	-1.63079e-14
1.48e-09	-1.63088e-14
1.5e-09	-1.63516e-14
1.52e-09	-1.62809e-14
1.54e-09	-1.6306e-14
1.56e-09	-1.63089e-14
1.58e-09	-1.63108e-14
1.6e-09	-1.63088e-14
1.62e-09	-1.63104e-14
1.64e-09	-1.63097e-14
1.66e-09	-1.63107e-14
1.68e-09	-1.63105e-14
1.7e-09	-1.63083e-14
1.72e-09	-1.63107e-14
1.74e-09	-1.63076e-14
1.76e-09	-1.63099e-14
1.78e-09	-1.63096e-14
1.8e-09	-1.63082e-14
1.82e-09	-1.63076e-14
1.84e-09	-1.63103e-14
1.86e-09	-1.63078e-14
1.88e-09	-1.63181e-14
1.9e-09	-1.6314e-14
1.92e-09	-1.63093e-14
1.94e-09	-1.63079e-14
1.96e-09	-1.63092e-14
1.98e-09	-1.63086e-14
2e-09	-9.34473e-08
2.02e-09	-2.27372e-07
2.04e-09	-2.02571e-07
2.06e-09	-1.75271e-07
2.08e-09	-1.48388e-07
2.1e-09	-1.24148e-07
2.12e-09	-1.04105e-07
2.14e-09	-8.88771e-08
2.16e-09	-7.80612e-08
2.18e-09	-7.05805e-08
2.2e-09	-6.52619e-08
2.22e-09	-6.12375e-08
2.24e-09	-5.79994e-08
2.26e-09	-5.52708e-08
2.28e-09	-5.28909e-08
2.3e-09	-5.076e-08
2.32e-09	-4.88144e-08
2.34e-09	-4.70127e-08
2.36e-09	-4.5327e-08
2.38e-09	-4.37383e-08
2.4e-09	-4.22335e-08
2.42e-09	-4.08027e-08
2.44e-09	-3.9439e-08
2.46e-09	-3.81366e-08
2.48e-09	-3.6891e-08
2.5e-09	-3.56985e-08
2.52e-09	-3.45557e-08
2.54e-09	-3.34598e-08
2.56e-09	-3.2408e-08
2.58e-09	-3.1398e-08
2.6e-09	-3.04276e-08
2.62e-09	-2.94947e-08
2.64e-09	-2.85975e-08
2.66e-09	-2.77342e-08
2.68e-09	-2.69031e-08
2.7e-09	-2.61029e-08
2.72e-09	-2.53321e-08
2.74e-09	-2.45893e-08
2.76e-09	-2.38733e-08
2.78e-09	-2.3183e-08
2.8e-09	-2.25173e-08
2.82e-09	-2.18751e-08
2.84e-09	-2.12555e-08
2.86e-09	-2.06577e-08
2.88e-09	-2.00806e-08
2.9e-09	-1.95235e-08
2.92e-09	-1.89856e-08
2.94e-09	-1.84663e-08
2.96e-09	-1.79646e-08
2.98e-09	-1.74801e-08
3e-09	-1.70121e-08
3.02e-09	-1.65598e-08
3.04e-09	-1.61229e-08
3.06e-09	-1.57006e-08
3.08e-09	-1.52925e-08
3.1e-09	-1.4898e-08
3.12e-09	-1.45167e-08
3.14e-09	-1.41481e-08
3.16e-09	-1.37917e-08
3.18e-09	-1.34471e-08
3.2e-09	-1.31139e-08
3.22e-09	-1.27916e-08
3.24e-09	-1.24799e-08
3.26e-09	-1.21784e-08
3.28e-09	-1.18868e-08
3.3e-09	-1.16047e-08
3.32e-09	-1.13317e-08
3.34e-09	-1.10676e-08
3.36e-09	-1.08121e-08
3.38e-09	-1.05648e-08
3.4e-09	-1.03254e-08
3.42e-09	-1.00938e-08
3.44e-09	-9.86959e-09
3.46e-09	-9.65255e-09
3.48e-09	-9.44243e-09
3.5e-09	-9.23901e-09
3.52e-09	-9.04204e-09
3.54e-09	-8.85131e-09
3.56e-09	-8.6666e-09
3.58e-09	-8.48772e-09
3.6e-09	-8.31446e-09
3.62e-09	-8.14663e-09
3.64e-09	-7.98404e-09
3.66e-09	-7.82653e-09
3.68e-09	-7.67391e-09
3.7e-09	-7.52603e-09
3.72e-09	-7.38272e-09
3.74e-09	-7.24382e-09
3.76e-09	-7.1092e-09
3.78e-09	-6.9787e-09
3.8e-09	-6.8522e-09
3.82e-09	-6.72954e-09
3.84e-09	-6.61061e-09
3.86e-09	-6.49528e-09
3.88e-09	-6.38343e-09
3.9e-09	-6.27495e-09
3.92e-09	-6.16971e-09
3.94e-09	-6.06762e-09
3.96e-09	-5.96857e-09
3.98e-09	-5.87246e-09
4e-09	-5.77919e-09
4.02e-09	-5.68866e-09
4.04e-09	-5.6008e-09
4.06e-09	-5.5155e-09
4.08e-09	-5.43268e-09
4.1e-09	-5.35227e-09
4.12e-09	-5.27417e-09
4.14e-09	-5.19833e-09
4.16e-09	-5.12466e-09
4.18e-09	-5.05309e-09
4.2e-09	-4.98355e-09
4.22e-09	-4.91598e-09
4.24e-09	-4.85032e-09
4.26e-09	-4.78649e-09
4.28e-09	-4.72445e-09
4.3e-09	-4.66413e-09
4.32e-09	-4.60547e-09
4.34e-09	-4.54844e-09
4.36e-09	-4.49296e-09
4.38e-09	-4.43899e-09
4.4e-09	-4.38649e-09
4.42e-09	-4.3354e-09
4.44e-09	-4.28568e-09
4.46e-09	-4.23729e-09
4.48e-09	-4.19019e-09
4.5e-09	-4.14433e-09
4.52e-09	-4.09967e-09
4.54e-09	-4.05618e-09
4.56e-09	-4.01382e-09
4.58e-09	-3.97255e-09
4.6e-09	-3.93234e-09
4.62e-09	-3.89315e-09
4.64e-09	-3.85496e-09
4.66e-09	-3.81773e-09
4.68e-09	-3.78144e-09
4.7e-09	-3.74605e-09
4.72e-09	-3.71153e-09
4.74e-09	-3.67786e-09
4.76e-09	-3.64502e-09
4.78e-09	-3.61297e-09
4.8e-09	-3.58169e-09
4.82e-09	-3.55116e-09
4.84e-09	-3.52136e-09
4.86e-09	-3.49226e-09
4.88e-09	-3.46384e-09
4.9e-09	-3.43609e-09
4.92e-09	-3.40897e-09
4.94e-09	-3.38248e-09
4.96e-09	-3.3566e-09
4.98e-09	-3.3313e-09
5e-09	-3.30656e-09
5.02e-09	-3.28238e-09
5.04e-09	-3.25873e-09
5.06e-09	-3.2356e-09
5.08e-09	-3.21298e-09
5.1e-09	-3.19084e-09
5.12e-09	-3.16918e-09
5.14e-09	-3.14798e-09
5.16e-09	-3.12723e-09
5.18e-09	-3.10691e-09
5.2e-09	-3.08702e-09
5.22e-09	-3.06753e-09
5.24e-09	-3.04845e-09
5.26e-09	-3.02975e-09
5.28e-09	-3.01142e-09
5.3e-09	-2.99346e-09
5.32e-09	-2.97586e-09
5.34e-09	-2.9586e-09
5.36e-09	-2.94168e-09
5.38e-09	-2.92508e-09
5.4e-09	-2.9088e-09
5.42e-09	-2.89283e-09
5.44e-09	-2.87716e-09
5.46e-09	-2.86178e-09
5.48e-09	-2.84669e-09
5.5e-09	-2.83187e-09
5.52e-09	-2.81732e-09
5.54e-09	-2.80303e-09
5.56e-09	-2.789e-09
5.58e-09	-2.77521e-09
5.6e-09	-2.76167e-09
5.62e-09	-2.74836e-09
5.64e-09	-2.73528e-09
5.66e-09	-2.72242e-09
5.68e-09	-2.70978e-09
5.7e-09	-2.69735e-09
5.72e-09	-2.68513e-09
5.74e-09	-2.67311e-09
5.76e-09	-2.66129e-09
5.78e-09	-2.64965e-09
5.8e-09	-2.6382e-09
5.82e-09	-2.62694e-09
5.84e-09	-2.61585e-09
5.86e-09	-2.60493e-09
5.88e-09	-2.59419e-09
5.9e-09	-2.5836e-09
5.92e-09	-2.57318e-09
5.94e-09	-2.56291e-09
5.96e-09	-2.5528e-09
5.98e-09	-2.54284e-09
6e-09	-2.53302e-09
6.02e-09	-2.52335e-09
6.04e-09	-2.51381e-09
6.06e-09	-2.50441e-09
6.08e-09	-2.49514e-09
6.1e-09	-2.486e-09
6.12e-09	-2.47699e-09
6.14e-09	-2.46811e-09
6.16e-09	-2.45934e-09
6.18e-09	-2.45069e-09
6.2e-09	-2.44216e-09
6.22e-09	-2.43374e-09
6.24e-09	-2.42544e-09
6.26e-09	-2.41724e-09
6.28e-09	-2.40914e-09
6.3e-09	-2.40116e-09
6.32e-09	-2.39327e-09
6.34e-09	-2.38548e-09
6.36e-09	-2.37779e-09
6.38e-09	-2.3702e-09
6.4e-09	-2.3627e-09
6.42e-09	-2.35529e-09
6.44e-09	-2.34797e-09
6.46e-09	-2.34073e-09
6.48e-09	-2.33359e-09
6.5e-09	-2.32653e-09
6.52e-09	-2.31955e-09
6.54e-09	-2.31265e-09
6.56e-09	-2.30583e-09
6.58e-09	-2.29909e-09
6.6e-09	-2.29243e-09
6.62e-09	-2.28584e-09
6.64e-09	-2.27933e-09
6.66e-09	-2.27289e-09
6.68e-09	-2.26652e-09
6.7e-09	-2.26021e-09
6.72e-09	-2.25398e-09
6.74e-09	-2.24781e-09
6.76e-09	-2.24171e-09
6.78e-09	-2.23568e-09
6.8e-09	-2.22971e-09
6.82e-09	-2.2238e-09
6.84e-09	-2.21795e-09
6.86e-09	-2.21216e-09
6.88e-09	-2.20643e-09
6.9e-09	-2.20076e-09
6.92e-09	-2.19515e-09
6.94e-09	-2.18959e-09
6.96e-09	-2.18409e-09
6.98e-09	-2.17864e-09
7e-09	-2.17325e-09
7.02e-09	-2.16791e-09
7.04e-09	-2.16262e-09
7.06e-09	-2.15738e-09
7.08e-09	-2.15219e-09
7.1e-09	-2.14705e-09
7.12e-09	-2.14196e-09
7.14e-09	-2.13692e-09
7.16e-09	-2.13192e-09
7.18e-09	-2.12697e-09
7.2e-09	-2.12207e-09
7.22e-09	-2.11721e-09
7.24e-09	-2.11239e-09
7.26e-09	-2.10762e-09
7.28e-09	-2.10289e-09
7.3e-09	-2.0982e-09
7.32e-09	-2.09356e-09
7.34e-09	-2.08896e-09
7.36e-09	-2.08439e-09
7.38e-09	-2.07987e-09
7.4e-09	-2.07538e-09
7.42e-09	-2.07093e-09
7.44e-09	-2.06653e-09
7.46e-09	-2.06216e-09
7.48e-09	-2.05782e-09
7.5e-09	-2.05352e-09
7.52e-09	-2.04926e-09
7.54e-09	-2.04504e-09
7.56e-09	-2.04085e-09
7.58e-09	-2.03669e-09
7.6e-09	-2.03257e-09
7.62e-09	-2.02848e-09
7.64e-09	-2.02442e-09
7.66e-09	-2.0204e-09
7.68e-09	-2.01641e-09
7.7e-09	-2.01245e-09
7.72e-09	-2.00852e-09
7.74e-09	-2.00462e-09
7.76e-09	-2.00076e-09
7.78e-09	-1.99692e-09
7.8e-09	-1.99312e-09
7.82e-09	-1.98934e-09
7.84e-09	-1.98559e-09
7.86e-09	-1.98187e-09
7.88e-09	-1.97818e-09
7.9e-09	-1.97452e-09
7.92e-09	-1.97089e-09
7.94e-09	-1.96728e-09
7.96e-09	-1.9637e-09
7.98e-09	-1.96014e-09
8e-09	-1.95662e-09
8.02e-09	-1.95311e-09
8.04e-09	-1.94964e-09
8.06e-09	-1.94619e-09
8.08e-09	-1.94276e-09
8.1e-09	-1.93936e-09
8.12e-09	-1.93598e-09
8.14e-09	-1.93263e-09
8.16e-09	-1.9293e-09
8.18e-09	-1.926e-09
8.2e-09	-1.92272e-09
8.22e-09	-1.91946e-09
8.24e-09	-1.91622e-09
8.26e-09	-1.91301e-09
8.28e-09	-1.90982e-09
8.3e-09	-1.90665e-09
8.32e-09	-1.90351e-09
8.34e-09	-1.90038e-09
8.36e-09	-1.89728e-09
8.38e-09	-1.8942e-09
8.4e-09	-1.89113e-09
8.42e-09	-1.88809e-09
8.44e-09	-1.88507e-09
8.46e-09	-1.88207e-09
8.48e-09	-1.87909e-09
8.5e-09	-1.87613e-09
8.52e-09	-1.87319e-09
8.54e-09	-1.87027e-09
8.56e-09	-1.86736e-09
8.58e-09	-1.86448e-09
8.6e-09	-1.86161e-09
8.62e-09	-1.85877e-09
8.64e-09	-1.85594e-09
8.66e-09	-1.85313e-09
8.68e-09	-1.85034e-09
8.7e-09	-1.84756e-09
8.72e-09	-1.8448e-09
8.74e-09	-1.84206e-09
8.76e-09	-1.83934e-09
8.78e-09	-1.83664e-09
8.8e-09	-1.83395e-09
8.82e-09	-1.83127e-09
8.84e-09	-1.82862e-09
8.86e-09	-1.82598e-09
8.88e-09	-1.82336e-09
8.9e-09	-1.82075e-09
8.92e-09	-1.81816e-09
8.94e-09	-1.81558e-09
8.96e-09	-1.81302e-09
8.98e-09	-1.81048e-09
9e-09	-1.80795e-09
9.02e-09	-1.80543e-09
9.04e-09	-1.80293e-09
9.06e-09	-1.80045e-09
9.08e-09	-1.79798e-09
9.1e-09	-1.79552e-09
9.12e-09	-1.79308e-09
9.14e-09	-1.79066e-09
9.16e-09	-1.78824e-09
9.18e-09	-1.78584e-09
9.2e-09	-1.78346e-09
9.22e-09	-1.78109e-09
9.24e-09	-1.77873e-09
9.26e-09	-1.77639e-09
9.28e-09	-1.77405e-09
9.3e-09	-1.77174e-09
9.32e-09	-1.76943e-09
9.34e-09	-1.76714e-09
9.36e-09	-1.76486e-09
9.38e-09	-1.76259e-09
9.4e-09	-1.76034e-09
9.42e-09	-1.7581e-09
9.44e-09	-1.75587e-09
9.46e-09	-1.75365e-09
9.48e-09	-1.75144e-09
9.5e-09	-1.74925e-09
9.52e-09	-1.74707e-09
9.54e-09	-1.7449e-09
